,Authors,Title,Source title,Year,Affiliations,Authors with affiliations,Author Keywords
991,Liu Y.; Zhu W.; Zhu H.; Zhang J.; Zhang J.; Shen N.; Jiang J.; Xue Y.; Jiang R.;,"Characterization of orthotopic xenograft tumor of glioma stem cells (GSCs) on MRI, PET and immunohistochemical staining",Frontiers in Oncology,2022,"Department of Radiology, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Hubei, Wuhan, China; Department of Radiology, Fujian Medical University Union Hospital, Fujian, Fuzhou, China","Liu Y., Department of Radiology, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Hubei, Wuhan, China; Zhu W., Department of Radiology, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Hubei, Wuhan, China; Zhu H., Department of Radiology, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Hubei, Wuhan, China; Zhang J., Department of Radiology, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Hubei, Wuhan, China; Zhang J., Department of Radiology, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Hubei, Wuhan, China; Shen N., Department of Radiology, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Hubei, Wuhan, China; Jiang J., Department of Radiology, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Hubei, Wuhan, China; Xue Y., Department of Radiology, Fujian Medical University Union Hospital, Fujian, Fuzhou, China; Jiang R., Department of Radiology, Fujian Medical University Union Hospital, Fujian, Fuzhou, China;",glioma stem cell; immunohistochemistry; magnetic resonance imaging; nude rat; positron emission tomography
992,Jing H.; Min X.; He X.; Yang Y.;,Wake-induced interactive vibrations of two tandem cables with a center-to-center distance of 2D,Ocean Engineering,2022,"School of Civil Engineering, Central South University, Changsha, 410075, China; National Engineering Laboratory for High-Speed Railway Construction, Changsha, 410075, China","Jing H., School of Civil Engineering, Central South University, Changsha, 410075, China, National Engineering Laboratory for High-Speed Railway Construction, Changsha, 410075, China; Min X., School of Civil Engineering, Central South University, Changsha, 410075, China; He X., School of Civil Engineering, Central South University, Changsha, 410075, China, National Engineering Laboratory for High-Speed Railway Construction, Changsha, 410075, China; Yang Y., School of Civil Engineering, Central South University, Changsha, 410075, China;",Flexible cable models; Interactive vibrations; Pattern changes of vibration; Wake-induced vibration; Weak interaction
993,Liu X.; Li G.; Yu T.; Lv R.; Cui T.; Wang Q.;,Prognostic significance and extra-hypothalamus dysfunction of hyponatremia in anti-leucine-rich glioma-inactivated protein 1 encephalitis,Journal of Neuroimmunology,2022,"Department of Neurology, Beijing Tiantan Hospital, Capital Medical University, Beijing, China; Department of Neurology, Washington University School of Medicine in St Louis, MO, United States; China National Clinical Research Center for Neurological Diseases, Beijing, China; Beijing Institute of Brain Disorders, Collaborative Innovation Center for Brain Disorders, Capital Medical University, Beijing, China","Liu X., Department of Neurology, Beijing Tiantan Hospital, Capital Medical University, Beijing, China, China National Clinical Research Center for Neurological Diseases, Beijing, China; Li G., Department of Neurology, Beijing Tiantan Hospital, Capital Medical University, Beijing, China, China National Clinical Research Center for Neurological Diseases, Beijing, China; Yu T., Department of Neurology, Beijing Tiantan Hospital, Capital Medical University, Beijing, China, China National Clinical Research Center for Neurological Diseases, Beijing, China; Lv R., Department of Neurology, Beijing Tiantan Hospital, Capital Medical University, Beijing, China, China National Clinical Research Center for Neurological Diseases, Beijing, China; Cui T., Department of Neurology, Beijing Tiantan Hospital, Capital Medical University, Beijing, China, China National Clinical Research Center for Neurological Diseases, Beijing, China; Wang Q., Department of Neurology, Beijing Tiantan Hospital, Capital Medical University, Beijing, China, China National Clinical Research Center for Neurological Diseases, Beijing, China, Beijing Institute of Brain Disorders, Collaborative Innovation Center for Brain Disorders, Capital Medical University, Beijing, China;",Autoimmune encephalitis; Hyponatremia; Leucine-rich glioma-inactivated protein 1; Positron emission tomography; Prognosis
994,Wang C.-F.; Gao W.-C.; Jiang W.;,Compensation temperature and dynamic magnetic properties in the double-layer structure of graphyne-like,Journal of Magnetism and Magnetic Materials,2022,"Shenyang University of Technology, Shenyang, 110870, China","Wang C.-F., Shenyang University of Technology, Shenyang, 110870, China; Gao W.-C., Shenyang University of Technology, Shenyang, 110870, China; Jiang W., Shenyang University of Technology, Shenyang, 110870, China;",Double-layer structure of graphyne-like; Effective field theory; Magnetization; Periodically oscillating magnetic field; Phase diagram
995,Wang L.; Ding D.; Qian Z.; Dzakpasu M.; Chen R.; Wang G.; Yang S.;,Intensification of van der Waals interaction for efficient peroxymonosulfate activation and accuracy re-evaluation of quenching experiments for reactive oxidation species identification,Chemical Engineering Journal,2022,"School of Environmental and Municipal Engineering, Xi'an University of Architecture and Technology, No.13, Yanta Road, Shaanxi, Xi'an, 710055, China; College of Resources and Environmental Sciences, Nanjing Agricultural University, No. 1, Weigang, Jiangsu, Nanjing, 210095, China; College of Resources and Environment, University of Chinese Academy of Sciences, 19A Yuquan Road, Beijing, 100049, China","Wang L., School of Environmental and Municipal Engineering, Xi'an University of Architecture and Technology, No.13, Yanta Road, Shaanxi, Xi'an, 710055, China; Ding D., College of Resources and Environmental Sciences, Nanjing Agricultural University, No. 1, Weigang, Jiangsu, Nanjing, 210095, China; Qian Z., School of Environmental and Municipal Engineering, Xi'an University of Architecture and Technology, No.13, Yanta Road, Shaanxi, Xi'an, 710055, China; Dzakpasu M., School of Environmental and Municipal Engineering, Xi'an University of Architecture and Technology, No.13, Yanta Road, Shaanxi, Xi'an, 710055, China; Chen R., College of Resources and Environment, University of Chinese Academy of Sciences, 19A Yuquan Road, Beijing, 100049, China; Wang G., School of Environmental and Municipal Engineering, Xi'an University of Architecture and Technology, No.13, Yanta Road, Shaanxi, Xi'an, 710055, China; Yang S., School of Environmental and Municipal Engineering, Xi'an University of Architecture and Technology, No.13, Yanta Road, Shaanxi, Xi'an, 710055, China;",Confinement; Mechanisms; Peroxymonosulfate; Quenching experiments; van der Waals interaction; Weak interaction
996,Chen T.; Huang Y.; Tang Z.; Liang D.; Yin X.;,Terahertz spectral vibrational properties and weak interactions analysis of caffeic acid and ferulic acid,Journal of Molecular Structure,2022,"Guangxi Key Laboratory of Automatic Detecting Technology and Instruments, School of Electronic Engineering and Automation, Guilin University of Electronic Technology, Guilin, 541004, China","Chen T., Guangxi Key Laboratory of Automatic Detecting Technology and Instruments, School of Electronic Engineering and Automation, Guilin University of Electronic Technology, Guilin, 541004, China; Huang Y., Guangxi Key Laboratory of Automatic Detecting Technology and Instruments, School of Electronic Engineering and Automation, Guilin University of Electronic Technology, Guilin, 541004, China; Tang Z., Guangxi Key Laboratory of Automatic Detecting Technology and Instruments, School of Electronic Engineering and Automation, Guilin University of Electronic Technology, Guilin, 541004, China; Liang D., Guangxi Key Laboratory of Automatic Detecting Technology and Instruments, School of Electronic Engineering and Automation, Guilin University of Electronic Technology, Guilin, 541004, China; Yin X., Guangxi Key Laboratory of Automatic Detecting Technology and Instruments, School of Electronic Engineering and Automation, Guilin University of Electronic Technology, Guilin, 541004, China;",Caffeic acid; EDA-FF; IRI; Terahertz; Weak interactions
997,Yang Y.; Wang Q.-H.;,Exploring the 4d1 analogue of cuprates: theoretical studies on bulk NbF4 and NbF4 monolayer stabilized on MgO (001) plane,Journal of Physics Condensed Matter,2022,"College of Physics and Electronic Engineering, Zhengzhou University of Light Industry, Zhengzhou, 450002, China; Henan Key Laboratory of Magnetoelectronic Information Functional Materials, Zhengzhou University of Light Industry, Zhengzhou, 450002, China; National Laboratory of Solid State Microstructures, School of Physics, Nanjing University, Nanjing, 210093, China; Collaborative Innovation Center of Advanced Microstructures, Nanjing University, Nanjing, 210093, China","Yang Y., College of Physics and Electronic Engineering, Zhengzhou University of Light Industry, Zhengzhou, 450002, China, Henan Key Laboratory of Magnetoelectronic Information Functional Materials, Zhengzhou University of Light Industry, Zhengzhou, 450002, China; Wang Q.-H., National Laboratory of Solid State Microstructures, School of Physics, Nanjing University, Nanjing, 210093, China, Collaborative Innovation Center of Advanced Microstructures, Nanjing University, Nanjing, 210093, China;",cuprates; density functionals theory; functional renormalization group; superconductivity
998,Li J.; Liang W.; Mu B.; Liu Z.;,Difluoromethyl Radical Reaction and Its Application in 18F-Labeling; [二氟甲基自由基反应及其在 18F 标记中的应用],Gaodeng Xuexiao Huaxue Xuebao/Chemical Journal of Chinese Universities,2022,"College of Chemistry and Molecular Engineering, Peking University, Beijing, 100871, China; Peking University⁃Tsinghua, University Center for Life Science, Beijing, 100871, China","Li J., College of Chemistry and Molecular Engineering, Peking University, Beijing, 100871, China; Liang W., College of Chemistry and Molecular Engineering, Peking University, Beijing, 100871, China; Mu B., College of Chemistry and Molecular Engineering, Peking University, Beijing, 100871, China; Liu Z., College of Chemistry and Molecular Engineering, Peking University, Beijing, 100871, China, Peking University⁃Tsinghua, University Center for Life Science, Beijing, 100871, China;",<sup>18</sup>F-labeling; C—H Bond activation; Difluoromethyl radical （·CHF<sub>2</sub>）; Positron emission tomography
999,Yang Y.L.; Zhao P.W.;,A consistent description of the relativistic effects and three-body interactions in atomic nuclei,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2022,"State Key Laboratory of Nuclear Physics and Technology, School of Physics, Peking University, Beijing, 100871, China","Yang Y.L., State Key Laboratory of Nuclear Physics and Technology, School of Physics, Peking University, Beijing, 100871, China; Zhao P.W., State Key Laboratory of Nuclear Physics and Technology, School of Physics, Peking University, Beijing, 100871, China;",Artificial neural-network; Pionless effective field theory; Relativistic effects; Three-body force; Variational Monte Carlo
1000,Liu Y.; Peng K.; Zhang X.; Xing L.; Jiang S.;,Optimization Method of Droop Coefficient for DC Microgrid Based on Perturbation Theory; [基 于 摄 动 理 论 的 直 流 微 电 网 下 垂 系 数 优 化 方 法],Dianli Xitong Zidonghua/Automation of Electric Power Systems,2022,"College of Electrical and Electronic Engineering, Shandong University of Technology, Zibo, 255000, China","Liu Y., College of Electrical and Electronic Engineering, Shandong University of Technology, Zibo, 255000, China; Peng K., College of Electrical and Electronic Engineering, Shandong University of Technology, Zibo, 255000, China; Zhang X., College of Electrical and Electronic Engineering, Shandong University of Technology, Zibo, 255000, China; Xing L., College of Electrical and Electronic Engineering, Shandong University of Technology, Zibo, 255000, China; Jiang S., College of Electrical and Electronic Engineering, Shandong University of Technology, Zibo, 255000, China;",DC microgrid; droop control; eigenvalue; perturbation theory; small signal model
1001,Li C.; Ma B.-Q.;,Lorentz- and CPT-violating neutrinos from string/D-brane model,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2022,"School of Physics, Peking University, Beijing, 100871, China; Center for High Energy Physics, Peking University, Beijing, 100871, China; Collaborative Innovation Center of Quantum Matter, Beijing, China","Li C., School of Physics, Peking University, Beijing, 100871, China; Ma B.-Q., School of Physics, Peking University, Beijing, 100871, China, Center for High Energy Physics, Peking University, Beijing, 100871, China, Collaborative Innovation Center of Quantum Matter, Beijing, China;",CPT violation; Lorentz invariance violation; Neutrino speed variation; Stringy space-time foam
